,CustomerID,OrderDate,SalesChannel,LocationID
9571,1640,2024-11-16 02:55:46,Online,83
9572,29,2024-12-25 21:39:11,Online,58
9573,1494,2024-07-07 01:24:27,In-Store,7
9574,2430,2024-09-09 15:43:43,Online,43
9575,3021,2024-03-30 17:33:21,Online,35
9576,586,2025-01-16 18:44:31,In-Store,87
9577,1394,2024-10-27 10:50:54,Online,2
9578,1458,2024-01-24 22:06:20,Online,33
9579,3001,2024-09-18 12:26:58,Catering,5
9580,3110,2024-04-05 01:41:38,In-Store,81
9581,2246,2024-02-14 13:41:32,Catering,49
9582,920,2024-06-06 03:39:16,In-Store,76
9583,2224,2024-04-26 10:17:13,Catering,4
9584,2724,2025-01-07 04:36:56,Online,20
9585,2335,2024-06-28 11:16:01,Online,56
9586,526,2024-12-17 03:20:41,In-Store,7
9587,2961,2024-03-03 05:53:43,In-Store,49
9588,630,2024-10-01 22:49:06,Catering,68
9589,446,2024-07-09 20:52:37,In-Store,88
9590,707,2025-01-10 06:04:18,In-Store,35
9591,2759,2024-08-04 05:47:09,Catering,98
9592,1816,2024-02-20 05:04:04,Online,42
9593,96,2024-09-03 23:41:39,Catering,99
9594,872,2024-02-26 18:51:08,In-Store,29
9595,2202,2024-02-10 17:17:13,In-Store,42
9596,1016,2024-12-13 14:09:29,Online,1
9597,2997,2024-01-26 10:17:35,In-Store,23
9598,1646,2024-12-27 10:00:33,Catering,99
9599,558,2024-02-13 17:47:17,Online,15
9600,95,2024-07-22 21:22:21,In-Store,73
9601,2480,2024-06-22 21:59:36,Online,94
9602,818,2024-01-29 18:58:38,Online,33
9603,2904,2024-02-03 15:18:29,Online,46
9604,1135,2024-04-30 19:13:58,In-Store,38
9605,2732,2024-04-15 11:11:05,In-Store,75
9606,2057,2024-07-04 11:46:12,Online,65
9607,1095,2024-04-12 16:06:57,Online,78
9608,1576,2024-02-15 15:48:50,Online,74
9609,1160,2024-10-05 13:37:34,In-Store,33
9610,234,2024-10-07 03:35:20,Catering,62
9611,2621,2024-05-21 08:31:56,In-Store,55
9612,2452,2024-12-03 09:03:37,In-Store,92
9613,1592,2024-06-29 03:23:29,Online,10
9614,2241,2024-04-01 05:25:59,In-Store,83
9615,176,2024-01-26 22:15:26,Online,85
9616,2541,2024-01-31 07:10:31,Catering,67
9617,207,2024-06-19 00:09:57,In-Store,52
9618,2630,2024-07-31 20:56:33,In-Store,36
9619,2728,2024-02-13 21:22:47,In-Store,98
9620,2301,2024-02-14 05:32:19,Catering,31
9621,2374,2024-11-14 17:55:47,In-Store,62
9622,1124,2024-04-19 22:46:49,Online,9
9623,889,2024-01-21 06:51:38,Online,52
9624,1320,2024-04-10 05:22:40,In-Store,9
9625,1,2024-08-27 00:38:04,Online,83
9626,1924,2024-11-18 04:55:09,In-Store,30
9627,2255,2024-08-04 23:35:54,Online,89
9628,1092,2024-01-24 20:27:32,Online,79
9629,2535,2024-05-17 05:52:42,In-Store,3
9630,2243,2024-01-22 15:32:43,In-Store,37
9631,1090,2024-03-17 16:35:34,In-Store,45
9632,1861,2024-04-02 15:48:03,Catering,99
9633,2431,2024-04-27 08:05:13,In-Store,85
9634,940,2024-02-29 16:45:28,Online,91
9635,1371,2024-07-07 11:34:46,Online,80
9636,2388,2024-11-30 22:59:51,Catering,95
9637,3088,2024-05-22 20:25:38,Online,64
9638,436,2024-04-07 01:07:29,Catering,46
9639,1965,2024-10-13 10:05:50,Online,2
9640,2269,2024-08-13 17:25:07,In-Store,84
9641,1937,2024-02-05 02:50:33,Online,97
9642,347,2024-09-02 00:46:46,In-Store,23
9643,2943,2024-10-19 01:36:49,Online,71
9644,2323,2024-06-05 02:34:02,Catering,54
9645,2830,2024-11-20 07:12:43,Online,81
9646,1172,2024-03-02 05:04:32,Online,25
9647,362,2024-02-10 11:56:34,Online,52
9648,1295,2024-02-20 11:02:48,Catering,95
9649,1509,2024-05-04 14:37:44,Catering,59
9650,1959,2024-04-14 10:00:48,In-Store,37
9651,435,2024-06-01 00:14:01,Catering,55
9652,2364,2024-08-06 04:32:19,In-Store,18
9653,836,2024-12-17 09:07:34,Catering,67
9654,2462,2025-01-10 02:12:31,Catering,82
9655,2724,2024-08-28 09:48:47,Catering,16
9656,601,2024-04-06 11:44:59,In-Store,34
9657,814,2024-11-27 10:25:18,In-Store,95
9658,369,2024-09-06 21:45:52,Catering,17
9659,2159,2024-10-20 06:55:30,Online,10
9660,3103,2024-06-06 06:28:52,Online,28
9661,1888,2024-08-28 10:27:04,In-Store,74
9662,166,2024-02-26 18:13:00,Online,64
9663,2946,2024-07-15 01:22:24,Online,97
9664,1297,2024-10-02 18:08:37,Online,87
9665,2968,2024-04-17 20:53:19,Online,87
9666,3138,2024-09-11 11:16:07,In-Store,39
9667,2500,2024-04-12 19:59:38,Catering,64
9668,273,2024-02-19 15:51:35,In-Store,84
9669,1437,2025-01-15 16:41:00,Catering,40
9670,551,2024-09-24 12:31:49,Online,60
9671,236,2024-04-23 21:15:16,Online,75
9672,351,2025-01-04 19:11:33,In-Store,79
9673,1750,2024-01-20 03:15:56,Catering,69
9674,1916,2024-09-24 00:43:36,Catering,62
9675,981,2024-02-01 13:45:52,Online,66
9676,407,2024-04-19 14:40:18,Online,50
9677,1600,2024-06-18 08:21:37,In-Store,23
9678,1455,2024-07-21 16:46:02,Online,91
9679,1496,2024-12-31 03:55:47,Catering,95
9680,581,2024-11-29 16:33:23,In-Store,61
9681,868,2024-07-14 19:45:40,Online,87
9682,2623,2024-07-21 03:47:56,Online,65
9683,2285,2024-02-10 18:21:56,Online,62
9684,2582,2024-09-09 19:56:03,Online,57
9685,1006,2024-05-12 01:56:12,Catering,18
9686,1394,2024-11-12 01:44:48,In-Store,37
9687,1888,2024-10-11 02:10:30,In-Store,40
9688,2358,2024-06-10 12:04:55,Online,15
9689,407,2024-12-09 20:37:03,In-Store,6
9690,1736,2024-04-09 13:33:13,Catering,11
9691,476,2024-06-20 06:53:43,In-Store,70
9692,3066,2024-07-30 02:47:49,Catering,48
9693,2599,2024-04-16 08:24:29,Online,28
9694,1799,2024-02-03 05:47:29,Catering,41
9695,3008,2024-03-21 15:13:03,Catering,60
9696,2470,2024-10-13 19:10:19,Online,88
9697,1667,2024-03-03 11:08:58,Online,12
9698,2505,2024-02-04 22:37:56,In-Store,63
9699,1759,2024-05-13 13:08:46,Online,6
9700,872,2024-07-07 00:12:48,Online,42
9701,1977,2024-01-25 16:56:25,Online,23
9702,1464,2024-06-20 01:24:47,Online,84
9703,1832,2024-04-26 00:46:53,Online,90
9704,2933,2024-12-13 01:54:04,Online,70
9705,196,2024-12-27 10:50:37,Online,36
9706,360,2024-06-29 09:20:33,In-Store,40
9707,912,2024-05-10 08:28:05,Online,34
9708,826,2024-03-12 06:08:35,Online,44
9709,1337,2024-07-25 08:27:52,Catering,99
9710,2058,2024-08-07 12:57:35,In-Store,55
9711,1783,2024-11-25 04:33:46,In-Store,19
9712,1937,2024-12-18 21:06:29,Catering,65
9713,248,2024-10-05 13:16:53,In-Store,59
9714,1965,2024-08-27 22:38:15,Catering,45
9715,229,2024-03-24 02:49:42,Catering,91
9716,1885,2024-11-30 20:07:37,Online,94
9717,1234,2024-08-06 06:43:24,Online,58
9718,312,2024-05-18 18:35:53,In-Store,46
9719,2072,2024-08-16 18:03:46,Catering,34
9720,1638,2024-10-13 11:29:43,Online,91
9721,1595,2024-07-29 16:28:55,In-Store,46
9722,1760,2024-06-14 23:04:02,In-Store,87
9723,2502,2024-10-24 11:36:04,Online,37
9724,879,2024-06-28 09:02:09,Catering,88
9725,3012,2024-11-20 19:25:53,In-Store,48
9726,2661,2024-05-14 12:10:37,In-Store,36
9727,1878,2024-02-05 21:25:56,In-Store,97
9728,1659,2024-12-22 05:25:46,In-Store,95
9729,1719,2024-08-16 07:00:05,Catering,41
9730,418,2024-05-07 15:49:25,Online,28
9731,1877,2024-03-12 07:10:14,Online,76
9732,46,2024-08-26 22:25:31,Online,90
9733,2345,2025-01-09 13:38:24,In-Store,5
9734,2937,2024-12-16 05:19:48,Online,21
9735,938,2024-11-10 05:29:07,Online,61
9736,1586,2024-02-21 11:37:20,Online,58
9737,2364,2024-03-04 20:54:28,In-Store,4
9738,650,2024-05-11 13:54:35,Online,96
9739,1554,2024-05-06 01:06:08,In-Store,39
9740,801,2024-11-03 23:40:06,Online,90
9741,890,2024-04-21 17:56:21,In-Store,14
9742,110,2024-02-02 04:52:39,Online,52
9743,2226,2024-08-09 09:30:02,In-Store,30
9744,2041,2024-05-30 21:32:42,In-Store,46
9745,706,2024-03-20 04:54:31,Online,81
9746,1448,2024-06-12 13:13:44,Catering,5
9747,1592,2024-06-10 15:17:30,In-Store,53
9748,3069,2025-01-03 00:12:00,In-Store,4
9749,2995,2024-05-24 14:39:56,In-Store,46
9750,2402,2024-04-30 08:30:17,In-Store,27
9751,1644,2024-11-20 15:23:30,Online,7
9752,2994,2025-01-17 13:29:07,Online,76
9753,2290,2024-09-16 07:57:20,Catering,92
9754,2261,2024-01-20 04:40:01,In-Store,5
9755,2104,2024-04-03 09:20:34,Online,87
9756,2701,2024-08-12 06:47:30,Catering,66
9757,2687,2024-10-14 23:51:01,Online,27
9758,424,2024-11-05 15:03:29,Online,10
9759,201,2024-06-03 18:59:07,In-Store,66
9760,452,2024-04-30 11:11:54,Online,17
9761,2789,2024-03-03 02:46:59,In-Store,88
9762,1567,2024-01-26 00:31:29,Online,48
9763,1288,2024-10-07 17:52:38,Catering,72
9764,2699,2024-03-17 10:01:03,In-Store,88
9765,630,2025-01-01 23:09:29,Online,18
9766,358,2024-04-04 19:03:42,Online,92
9767,201,2024-03-21 04:27:45,In-Store,36
9768,89,2024-12-05 05:44:10,Online,12
9769,2366,2025-01-06 13:08:01,Catering,91
9770,2508,2024-06-13 08:54:13,Online,74
9771,462,2024-09-14 13:16:42,In-Store,13
9772,3017,2024-08-10 07:16:22,Online,84
9773,1975,2024-02-24 02:53:51,Catering,76
9774,959,2024-05-21 16:17:06,Online,7
9775,2587,2024-04-08 13:02:35,Online,31
9776,2918,2024-04-28 10:36:06,Online,10
9777,2346,2024-06-06 10:07:08,Catering,71
9778,569,2024-02-19 13:28:57,Online,37
9779,311,2024-09-02 23:21:54,Online,27
9780,1224,2024-07-11 05:55:56,Online,25
9781,812,2024-10-02 17:43:40,Catering,14
9782,1119,2024-05-17 00:59:04,Online,53
9783,2581,2024-06-27 23:45:21,In-Store,6
9784,3052,2024-05-04 10:22:07,Online,39
9785,1039,2024-03-09 20:06:13,Online,96
9786,2957,2024-09-04 13:59:17,In-Store,59
9787,685,2025-01-03 23:11:19,Online,72
9788,424,2024-03-31 19:06:50,In-Store,68
9789,2016,2024-09-19 19:39:53,Online,54
9790,2803,2024-09-25 10:24:35,In-Store,76
9791,2979,2024-02-11 16:56:04,In-Store,32
9792,2485,2024-10-18 17:14:40,Catering,33
9793,1768,2024-08-07 02:00:07,In-Store,1
9794,907,2024-01-23 00:13:57,Online,93
9795,51,2024-07-28 00:04:35,Catering,88
9796,934,2024-09-24 08:14:51,In-Store,70
9797,2696,2024-07-18 19:50:02,Online,99
9798,1067,2024-06-15 13:47:28,In-Store,42
9799,2149,2024-08-04 12:35:08,Online,48
9800,1375,2024-08-07 16:25:46,Catering,68
9801,2531,2024-07-26 09:34:06,In-Store,35
9802,1567,2024-11-22 08:21:48,Online,19
9803,2519,2024-05-29 23:07:00,Catering,52
9804,2240,2024-03-27 22:40:01,Catering,67
9805,3065,2024-01-26 13:33:13,Online,25
9806,1344,2024-01-21 19:29:54,Online,11
9807,95,2024-12-16 20:16:04,Online,73
9808,2587,2024-11-27 21:51:57,Online,39
9809,1801,2024-08-02 01:47:21,Online,71
9810,466,2024-06-15 14:20:29,Online,97
9811,466,2024-04-25 09:33:16,Online,62
9812,765,2024-11-30 06:50:35,In-Store,12
9813,655,2024-02-23 16:29:24,In-Store,51
9814,1916,2024-11-03 12:46:02,Catering,21
9815,484,2024-06-07 18:18:04,Online,59
9816,1670,2024-04-25 03:39:02,Online,2
9817,1520,2024-08-03 15:17:33,Online,63
9818,1374,2024-06-26 09:47:16,Online,5
9819,771,2024-10-27 21:03:00,In-Store,36
9820,1370,2024-01-18 19:02:39,Online,27
9821,2421,2024-03-08 06:40:19,Catering,65
9822,105,2024-06-09 07:53:46,In-Store,83
9823,75,2024-10-27 21:41:33,In-Store,19
9824,1547,2024-02-16 05:11:58,Catering,80
9825,3092,2025-01-13 22:05:14,Online,38
9826,2970,2024-08-31 13:25:37,Catering,14
9827,1232,2024-11-13 02:52:36,Online,75
9828,801,2024-09-02 14:43:54,Catering,22
9829,3112,2024-12-20 01:15:45,Online,37
9830,901,2024-11-14 21:21:06,In-Store,76
9831,919,2024-09-21 00:54:37,In-Store,79
9832,718,2024-12-13 20:20:26,In-Store,58
9833,864,2024-10-29 01:28:12,Online,34
9834,1521,2024-05-20 09:03:23,Catering,76
9835,1343,2024-11-16 06:38:13,Online,63
9836,357,2024-08-19 09:50:06,Online,54
9837,198,2024-03-30 10:02:58,Catering,64
9838,1371,2024-06-21 08:20:49,Online,34
9839,2950,2024-08-24 06:45:36,Online,68
9840,448,2024-09-25 08:03:38,In-Store,35
9841,77,2024-05-21 03:40:41,In-Store,40
9842,1581,2024-12-19 15:40:52,In-Store,18
9843,2189,2024-03-31 18:22:20,Online,25
9844,1123,2024-11-25 17:21:31,Catering,50
9845,2237,2024-05-14 20:14:48,In-Store,66
9846,2980,2024-10-01 23:52:20,In-Store,19
9847,2617,2024-05-14 10:56:56,Catering,91
9848,2310,2024-05-16 20:42:25,In-Store,70
9849,3015,2024-03-06 19:10:51,In-Store,26
9850,677,2024-08-02 23:13:43,Online,19
9851,94,2024-07-15 22:59:50,In-Store,49
9852,569,2024-10-10 20:46:19,Catering,41
9853,401,2024-04-05 08:13:21,In-Store,34
9854,896,2024-07-02 18:51:33,In-Store,37
9855,2623,2024-03-18 08:29:19,Online,37
9856,2289,2024-04-29 00:50:55,In-Store,57
9857,1575,2024-10-18 06:48:11,Online,7
9858,209,2024-06-13 03:24:48,Online,3
9859,3135,2024-09-05 09:01:25,Online,15
9860,226,2024-09-06 01:20:42,In-Store,25
9861,2620,2024-10-23 01:55:04,Online,59
9862,1694,2024-01-29 04:07:59,Online,24
9863,15,2024-04-12 19:09:05,In-Store,30
9864,1243,2024-04-30 03:11:49,Catering,85
9865,421,2024-05-21 15:33:23,In-Store,94
9866,1458,2024-09-26 01:17:21,In-Store,49
9867,2433,2024-04-10 16:37:44,Catering,71
9868,1313,2024-05-09 21:21:55,In-Store,89
9869,1549,2025-01-16 08:44:41,Catering,99
9870,977,2024-11-29 11:34:27,Catering,63
9871,530,2024-08-19 03:57:19,Catering,20
9872,2282,2024-12-03 08:26:05,Catering,72
9873,1540,2024-11-09 22:31:21,Online,16
9874,2279,2024-06-15 17:02:50,In-Store,88
9875,843,2024-09-09 23:13:30,Online,69
9876,1064,2024-09-10 00:29:35,Online,73
9877,2696,2024-07-08 08:25:54,In-Store,4
9878,765,2024-03-13 10:58:24,In-Store,94
9879,2453,2024-03-22 14:54:26,Catering,87
9880,1199,2024-07-28 01:55:03,Online,25
9881,968,2024-03-27 07:42:40,Catering,28
9882,1565,2024-01-25 20:51:20,In-Store,59
9883,639,2024-07-09 10:31:16,In-Store,64
9884,523,2024-12-18 21:10:59,In-Store,64
9885,2968,2024-10-01 19:20:14,Catering,87
9886,2037,2024-02-28 16:52:14,Online,20
9887,322,2024-04-08 08:15:05,In-Store,42
9888,1165,2024-02-04 21:13:40,In-Store,88
9889,1308,2024-03-05 16:22:27,In-Store,67
9890,1473,2024-09-12 16:49:31,Online,78
9891,2506,2024-09-29 22:41:19,In-Store,60
9892,199,2024-09-22 09:35:44,In-Store,35
9893,1251,2024-12-22 23:27:20,Catering,29
9894,1913,2025-01-16 21:48:52,Online,89
9895,2618,2024-07-09 04:30:36,Catering,16
9896,2568,2024-07-09 22:59:00,Online,85
9897,812,2024-05-07 00:37:31,Online,38
9898,3027,2024-02-01 11:27:58,Online,41
9899,425,2024-04-06 04:47:43,Catering,12
9900,2012,2024-09-23 17:49:03,Online,24
9901,2937,2024-09-11 19:50:02,In-Store,26
9902,1353,2024-08-29 07:19:05,Catering,15
9903,2342,2024-11-07 10:32:56,Catering,75
9904,2181,2024-06-25 05:40:10,In-Store,19
9905,935,2024-06-25 15:39:39,Online,67
9906,2102,2024-12-01 13:21:52,Online,36
9907,1080,2024-01-23 04:31:20,Online,74
9908,229,2024-08-25 11:56:59,Catering,70
9909,751,2024-12-12 14:15:10,Catering,82
9910,1813,2024-05-12 23:34:23,Online,10
9911,1924,2024-07-06 09:04:02,In-Store,60
9912,1780,2024-09-08 15:27:23,Online,74
9913,2016,2024-04-22 03:24:19,Online,74
9914,1414,2024-03-06 21:07:55,Catering,20
9915,1400,2024-08-24 11:20:58,In-Store,78
9916,2525,2024-07-14 02:14:55,Online,14
9917,2395,2024-12-15 05:18:01,Online,48
9918,1975,2024-11-03 01:52:30,In-Store,89
9919,1301,2024-02-27 20:00:07,Catering,44
9920,75,2024-06-12 04:15:29,In-Store,37
9921,1349,2024-11-09 19:07:10,Catering,45
9922,1734,2025-01-02 13:08:14,Online,61
9923,2126,2024-12-30 17:02:10,In-Store,93
9924,1569,2024-08-27 03:04:19,In-Store,55
9925,2200,2024-11-12 21:02:07,Catering,18
9926,2995,2024-09-25 23:52:41,Online,58
9927,1735,2024-06-26 04:45:46,In-Store,14
9928,1790,2024-02-29 23:36:40,Catering,76
9929,76,2024-06-05 21:44:39,Online,31
9930,1248,2025-01-01 00:51:38,In-Store,96
9931,2205,2024-01-27 22:54:00,Online,9
9932,1038,2024-10-14 12:11:41,Online,47
9933,1499,2024-09-11 15:27:40,In-Store,34
9934,919,2024-04-23 02:44:33,Online,57
9935,2103,2024-02-18 05:19:40,Online,77
9936,1493,2024-03-03 14:09:59,Online,24
9937,1065,2024-08-02 19:11:24,In-Store,29
9938,3004,2024-11-30 20:58:40,In-Store,46
9939,695,2024-06-13 15:14:29,Online,48
9940,1585,2024-03-20 23:23:07,Catering,59
9941,2815,2024-05-14 00:48:11,In-Store,17
9942,2676,2024-08-02 03:44:35,Catering,5
9943,266,2024-06-09 16:41:07,In-Store,27
9944,2230,2024-04-13 10:02:12,In-Store,97
9945,269,2024-11-03 03:52:00,Online,91
9946,707,2024-05-19 20:50:13,In-Store,99
9947,25,2024-10-22 20:20:00,Online,54
9948,738,2024-10-08 12:45:29,Online,38
9949,1138,2024-02-07 00:15:26,Catering,52
9950,225,2024-06-10 06:53:08,Online,79
9951,1108,2024-06-16 16:48:45,In-Store,33
9952,2495,2024-05-26 09:57:26,Online,58
9953,1335,2024-12-27 01:07:35,In-Store,23
9954,35,2024-04-05 02:27:11,Catering,22
9955,2381,2024-09-10 18:01:02,Online,64
9956,407,2024-01-25 19:50:11,Online,96
9957,599,2024-07-07 01:15:04,Catering,21
9958,1356,2024-03-02 13:37:45,In-Store,55
9959,1089,2024-07-03 15:02:49,Online,95
9960,2877,2024-07-14 16:28:12,In-Store,24
9961,1172,2024-06-14 19:31:42,Online,42
9962,2371,2024-06-14 01:04:38,In-Store,57
9963,1244,2024-10-08 22:03:15,Online,81
9964,871,2024-08-24 09:05:35,Online,44
9965,2620,2024-06-02 06:58:07,Catering,10
9966,1644,2024-06-07 03:54:18,Catering,51
9967,1,2024-03-16 03:09:58,Online,58
9968,1344,2024-08-24 22:02:39,In-Store,37
9969,1486,2024-10-30 20:17:32,Online,61
9970,1020,2024-05-15 01:33:04,In-Store,34
9971,261,2024-07-16 11:13:21,Online,10
9972,844,2024-04-24 12:39:09,In-Store,68
9973,3010,2024-08-01 16:17:56,Catering,59
9974,355,2024-09-01 23:14:54,In-Store,85
9975,114,2024-03-31 09:51:54,Online,77
9976,2979,2025-01-17 10:52:18,Online,61
9977,1942,2024-10-04 03:36:09,In-Store,33
9978,2652,2024-07-09 21:11:45,In-Store,25
9979,840,2024-08-17 13:15:36,Online,59
9980,2953,2024-11-23 23:59:24,Online,66
9981,2847,2024-03-27 10:04:00,Online,62
9982,2255,2024-05-04 09:24:48,Online,87
9983,29,2024-02-29 16:14:24,Online,17
9984,2926,2024-09-15 04:29:57,Catering,37
9985,3051,2024-12-05 08:48:47,In-Store,62
9986,327,2024-06-13 19:57:16,Online,81
9987,2850,2024-07-12 23:23:59,In-Store,83
9988,2945,2024-02-06 21:00:27,Online,61
9989,3014,2025-01-14 21:32:22,Online,44
9990,85,2024-03-08 13:02:00,Online,76
9991,3114,2024-06-04 09:22:42,In-Store,82
9992,1462,2024-11-10 17:23:09,Catering,59
9993,350,2024-07-11 13:16:54,Online,81
9994,2105,2024-07-09 01:34:57,In-Store,21
9995,230,2024-04-18 01:07:00,Online,9
9996,683,2024-01-21 10:51:43,In-Store,62
9997,1108,2024-12-26 08:40:24,Online,83
9998,2180,2024-12-31 03:34:30,In-Store,13
9999,295,2024-11-12 12:33:56,Online,12
10000,2575,2024-05-12 03:16:43,Catering,4
10001,130,2024-09-18 04:31:30,In-Store,71
10002,1250,2024-11-19 14:03:34,Online,98
10003,1204,2024-03-08 04:33:50,In-Store,81
10004,2857,2024-12-21 07:41:46,In-Store,14
10005,2508,2024-03-12 10:06:37,In-Store,13
10006,226,2024-02-06 18:52:15,In-Store,39
10007,2822,2024-11-19 19:50:08,Online,84
10008,2136,2024-07-05 06:45:21,In-Store,30
10009,3084,2024-10-01 04:16:32,Online,54
10010,887,2024-08-18 03:38:16,Online,51
10011,1580,2024-05-29 21:19:27,In-Store,66
10012,2410,2024-02-20 07:10:16,Catering,27
10013,1198,2024-11-09 23:32:44,Online,44
10014,543,2024-02-21 02:58:31,Catering,26
10015,16,2024-09-02 15:00:39,Online,81
10016,2703,2024-05-26 21:27:26,In-Store,55
10017,2525,2024-12-01 21:59:02,Online,18
10018,1141,2024-01-21 13:45:03,In-Store,45
10019,1737,2024-11-26 03:45:55,Catering,26
10020,161,2024-12-31 13:49:28,Catering,70
10021,1725,2024-05-04 02:55:45,Online,66
10022,2500,2024-08-28 17:12:49,Online,29
10023,454,2024-10-04 14:17:18,In-Store,19
10024,1179,2024-09-13 12:43:22,Catering,85
10025,837,2024-03-24 14:09:18,Online,73
10026,24,2024-04-20 02:51:58,In-Store,91
10027,1569,2024-07-07 10:55:44,Catering,75
10028,3039,2024-03-13 06:29:59,In-Store,12
10029,2606,2024-03-31 12:16:28,Online,70
10030,517,2024-12-07 08:30:39,Online,42
10031,698,2025-01-04 14:50:39,In-Store,57
10032,2021,2024-01-30 19:13:37,Online,75
10033,1542,2024-01-20 22:02:37,In-Store,42
10034,2107,2024-08-13 09:38:10,Catering,35
10035,1942,2024-08-03 23:29:18,Online,62
10036,2475,2024-09-05 19:33:00,In-Store,19
10037,2634,2024-06-21 11:30:52,Online,95
10038,1424,2024-03-30 21:00:50,In-Store,39
10039,1984,2024-02-18 22:16:12,Online,9
10040,2527,2024-07-29 13:37:55,Online,11
10041,648,2024-05-19 17:58:21,Online,22
10042,468,2024-06-13 10:31:39,Online,21
10043,2158,2024-08-06 05:58:39,Online,89
10044,202,2024-12-24 17:35:13,Online,42
10045,2263,2025-01-05 01:06:05,Online,83
10046,2975,2024-02-07 16:02:22,Online,17
10047,2822,2024-08-29 01:53:45,Online,51
10048,2131,2024-10-17 22:41:32,Online,18
10049,417,2024-05-24 10:05:49,In-Store,9
10050,1342,2024-08-15 09:20:07,In-Store,10
10051,1466,2024-04-09 06:55:50,In-Store,42
10052,2626,2024-03-16 03:19:42,In-Store,31
10053,426,2024-06-19 22:35:57,Online,47
10054,2674,2024-09-12 19:46:21,In-Store,74
10055,2442,2024-10-29 15:29:38,In-Store,68
10056,640,2024-05-26 05:51:43,In-Store,43
10057,2085,2024-09-14 09:38:12,In-Store,15
10058,1208,2024-06-06 07:33:37,Catering,91
10059,450,2024-07-28 13:59:34,Online,58
10060,983,2024-05-31 20:31:48,Online,40
10061,3031,2024-02-20 10:54:58,Catering,70
10062,1599,2024-11-09 21:43:29,Online,75
10063,1590,2024-04-04 05:25:15,Online,31
10064,3045,2024-08-19 05:34:14,Online,30
10065,981,2024-12-06 11:44:09,In-Store,55
10066,3101,2024-08-02 08:20:09,Catering,1
10067,2801,2025-01-08 15:11:10,Online,3
10068,667,2024-05-20 18:55:32,In-Store,92
10069,1424,2024-10-05 18:55:07,In-Store,92
10070,1027,2024-02-05 05:41:59,Catering,73
10071,607,2024-03-01 17:13:04,In-Store,93
10072,1033,2024-04-17 00:14:05,In-Store,65
10073,2790,2024-01-27 06:50:44,In-Store,14
10074,1516,2024-08-06 01:12:06,In-Store,13
10075,541,2024-10-10 02:40:44,Online,85
10076,2330,2024-09-01 13:40:31,In-Store,38
10077,1060,2024-05-20 21:10:44,In-Store,32
10078,1135,2024-02-03 20:56:39,Online,97
10079,932,2024-04-09 10:44:42,Catering,22
10080,1974,2024-08-20 07:18:46,Online,51
10081,2597,2024-05-19 23:43:59,Online,25
10082,580,2024-08-30 05:19:04,In-Store,44
10083,542,2024-07-15 22:12:45,In-Store,68
10084,204,2024-06-30 23:47:28,Online,49
10085,2182,2024-02-22 08:30:35,Online,15
10086,777,2024-01-22 19:56:18,In-Store,61
10087,818,2024-09-01 03:43:03,Online,83
10088,2117,2024-10-12 15:47:12,Catering,71
10089,2946,2024-09-10 08:55:56,In-Store,4
10090,1457,2024-08-22 05:54:11,In-Store,10
10091,1335,2024-10-28 01:29:28,Catering,44
10092,1961,2024-11-14 18:45:11,In-Store,52
10093,2628,2024-07-03 17:02:57,In-Store,27
10094,1175,2025-01-08 03:44:46,Catering,40
10095,55,2024-02-19 06:31:27,Catering,13
10096,1385,2024-09-14 00:54:42,Online,47
10097,321,2024-08-11 11:14:35,Online,20
10098,1286,2024-04-08 07:20:22,Online,54
10099,791,2024-04-02 16:20:26,Catering,56
10100,173,2024-02-07 16:21:10,Catering,50
10101,1881,2024-02-11 16:05:06,In-Store,72
10102,2786,2024-07-31 06:53:27,Catering,65
10103,1841,2024-03-17 10:36:16,Online,3
10104,174,2024-10-30 03:39:10,Online,99
10105,959,2024-12-31 11:31:12,Online,3
10106,3104,2025-01-13 02:18:54,In-Store,85
10107,808,2024-07-23 22:34:43,In-Store,80
10108,1833,2024-10-06 18:43:16,In-Store,39
10109,812,2024-02-13 07:07:34,Online,32
10110,2178,2024-03-25 11:14:33,Catering,23
10111,451,2024-08-10 21:35:49,In-Store,14
10112,2510,2024-11-17 04:24:24,Online,59
10113,276,2024-11-09 06:50:58,Online,2
10114,429,2025-01-10 19:46:43,In-Store,24
10115,3111,2024-06-07 16:36:28,In-Store,68
10116,635,2025-01-02 23:43:15,Online,95
10117,62,2024-02-08 07:32:39,Online,15
10118,594,2024-06-27 23:17:16,Online,38
10119,1202,2024-08-23 14:05:48,Online,93
10120,3137,2024-03-29 01:22:22,Online,8
10121,2915,2024-04-15 19:59:04,In-Store,31
10122,2525,2024-10-20 17:50:44,Online,25
10123,2189,2024-06-01 20:37:30,In-Store,6
10124,2555,2024-07-18 22:10:41,In-Store,41
10125,1793,2024-11-21 12:54:50,In-Store,75
10126,48,2024-02-22 10:00:28,In-Store,62
10127,1505,2024-03-02 22:31:44,In-Store,60
10128,86,2025-01-05 10:58:07,Online,44
10129,1778,2025-01-05 15:36:17,Online,67
10130,2998,2024-12-22 19:26:07,Catering,40
10131,1265,2024-07-15 01:07:40,Online,91
10132,478,2024-12-01 07:08:46,Catering,78
10133,2104,2024-12-05 12:09:25,In-Store,8
10134,311,2024-06-16 12:29:13,Online,36
10135,640,2024-11-25 01:39:58,Online,84
10136,2908,2024-09-03 16:40:57,Online,60
10137,1656,2024-09-04 09:05:14,Catering,26
10138,1958,2024-12-08 19:55:23,In-Store,85
